Tiempo_Respuesta,Tiempo_comunidad,Sexo,Trabaja,Edad,Familia,Hobbies,Club_Social,Politica,Profesional,Medioambiente,Grupo_Apoyo
4.24,Largo,M,Si,23,0,0,0,0,0,0,1
8,Corto,F,Si,39,0,0,0,0,0,0,0
3.64,Largo,M,No,50,0,0,0,1,1,0,0
5.04,Corto,F,No,50,0,0,0,0,0,0,0
3.87,Corto,M,No,46,0,0,0,0,0,0,0
4.98,Medio,F,No,41,0,0,0,0,0,1,0
8.82,Largo,F,No,24,0,0,0,1,0,0,1
2.67,Largo,F,Si,32,0,0,0,0,0,0,0
5.34,Largo,M,No,28,0,1,1,0,1,1,1
7.86,Largo,F,Si,35,1,1,0,0,0,1,0
2.32,Corto,F,Si,30,0,0,0,0,0,1,0
5.57,Corto,F,Si,49,0,0,0,0,0,0,0
3.33,Largo,M,No,52,1,0,0,0,0,0,0
9.86,Medio,M,No,33,0,0,0,0,1,0,1
3.67,Medio,M,No,42,0,0,0,0,0,0,0
2.62,Largo,F,No,42,0,1,1,0,1,1,0
3.92,Medio,M,Si,29,0,0,0,0,0,0,0
6.39,Medio,M,No,52,1,1,0,1,0,1,0
3.69,Largo,M,Si,55,0,0,0,0,0,1,1
3.18,Largo,M,Si,38,0,0,0,0,1,0,0
8.36,Medio,F,Si,54,0,0,0,1,0,0,0
9.37,Medio,F,Si,18,0,1,1,0,0,1,0
8.15,Largo,M,Si,38,1,0,1,0,0,0,0
6.42,Corto,F,Si,49,0,1,0,0,0,1,0
6.88,Medio,F,Si,44,0,0,0,0,0,0,0
9.84,Corto,F,No,30,1,0,0,0,1,1,0
6.33,Medio,M,Si,44,0,0,0,0,1,0,1
5.92,Medio,M,No,26,0,0,0,0,0,0,0
4.92,Medio,M,No,55,0,0,0,0,0,1,0
7.58,Medio,M,No,48,1,1,0,0,0,1,0
5.28,Largo,M,Si,28,1,1,0,0,0,1,1
3.48,Largo,F,No,51,1,1,0,0,1,1,1
5.67,Largo,F,No,32,0,0,0,0,1,0,0
8.88,Medio,F,Si,33,1,1,0,0,0,1,0
3.62,Largo,M,Si,25,0,0,0,0,1,1,0
9.09,Corto,F,Si,45,1,1,1,0,1,1,1
3.21,Largo,M,Si,37,0,0,0,0,0,0,0
7.34,Corto,M,No,50,0,0,0,0,0,0,0
8.56,Largo,M,No,44,1,0,1,0,1,0,1
3.35,Largo,M,No,23,0,0,1,0,0,1,0
8.39,Largo,F,Si,41,1,0,0,0,0,0,0
3.39,Largo,F,Si,38,1,0,0,0,1,0,0
5.3,Medio,F,No,36,1,1,0,0,0,0,0
6.3,Corto,F,No,40,1,0,0,0,0,0,1
5.23,Largo,M,No,22,0,0,0,0,1,1,1
7.27,Largo,M,No,33,0,0,0,0,0,1,0
6.92,Corto,M,No,28,1,1,1,0,0,1,0
4.52,Largo,M,No,22,1,0,0,0,0,0,1
5.03,Medio,F,Si,45,0,0,0,0,0,0,0
4.5,Largo,F,Si,24,0,0,0,0,1,0,0
9.41,Corto,M,No,45,1,1,0,0,0,1,0
6.88,Medio,F,Si,29,0,0,0,0,1,0,0
9.03,Medio,F,No,37,1,1,1,0,0,0,0
5.62,Medio,M,No,23,0,0,0,0,1,0,0
9.89,Medio,M,Si,20,0,0,0,0,1,0,1
3.4,Largo,M,No,39,0,0,0,1,1,1,0
9.92,Largo,M,Si,31,0,0,0,0,0,1,0
9.43,Medio,F,Si,32,0,0,0,0,0,1,0
2.26,Corto,F,Si,52,0,1,0,0,1,0,0
7.15,Largo,F,Si,27,0,1,0,0,0,1,0
6.66,Medio,F,No,41,0,0,0,0,0,1,0
5.44,Medio,M,Si,42,0,1,0,0,1,1,0
8.01,Medio,F,No,37,0,0,0,1,1,0,1
6.56,Medio,M,No,29,0,0,0,1,0,0,1
2.85,Largo,M,No,34,0,0,0,0,0,0,0
9.06,Medio,M,No,30,1,1,1,0,0,1,0
3.76,Medio,M,No,43,0,0,0,0,0,1,0
4.12,Largo,M,No,40,0,0,0,0,0,0,1
3.5,Largo,M,No,31,0,0,1,1,1,0,0
2.57,Largo,F,Si,42,1,0,0,0,1,0,0
5.18,Medio,F,Si,24,0,0,0,0,1,0,0
2.96,Largo,F,Si,54,1,1,0,0,1,1,0
7.66,Largo,M,No,26,1,0,0,0,1,1,0
6.18,Medio,F,No,22,1,0,1,0,1,0,0
3.9,Medio,F,No,47,0,1,1,0,0,1,0
6.71,Medio,M,Si,43,1,0,0,1,1,0,0
2.19,Medio,M,No,37,1,0,0,0,0,0,0
2.55,Largo,F,No,41,0,0,0,0,0,0,0
3.44,Largo,M,Si,24,1,1,1,0,1,0,0
7.94,Largo,F,Si,38,0,0,0,0,1,0,0
8.35,Medio,F,Si,35,1,0,0,0,1,1,0
7.79,Largo,M,No,25,0,0,0,0,0,0,0
4.95,Corto,F,No,30,1,1,0,0,0,1,0
8.27,Largo,F,No,55,1,1,0,0,0,1,0
6.86,Largo,M,Si,41,1,1,1,0,1,1,1
6.94,Corto,F,Si,54,0,0,1,0,0,0,0
9.97,Largo,F,No,37,1,1,0,0,1,1,0
7.55,Largo,M,No,38,1,0,0,0,1,1,0
9.81,Largo,M,Si,45,0,0,0,0,1,1,0
6.5,Medio,F,No,24,0,0,0,0,1,0,0
7.87,Largo,M,Si,21,1,0,0,0,0,0,0
6.66,Corto,M,Si,36,0,0,0,0,1,0,0
5.83,Medio,M,Si,30,0,0,0,0,0,0,0
7.81,Largo,F,No,20,0,0,0,0,0,0,0
4.03,Medio,M,No,47,1,0,0,0,0,1,0
7.09,Corto,F,Si,52,0,0,0,0,0,0,1
9.78,Largo,F,Si,43,0,1,0,0,0,0,0
5.98,Corto,M,Si,55,0,0,0,0,0,0,0
8.8,Medio,M,No,31,1,0,0,0,1,0,0
2.82,Largo,F,Si,50,0,0,0,1,1,0,0
3.29,Largo,F,Si,55,0,1,0,0,0,0,0
8.84,Medio,F,Si,40,1,0,1,0,0,0,0
6.14,Largo,M,Si,42,0,1,1,0,0,1,1
5.78,Largo,M,Si,30,0,0,0,0,0,1,0
5.58,Corto,F,No,42,1,0,0,0,0,0,1
7.58,Medio,M,No,43,0,0,0,0,0,1,0
7.84,Largo,F,Si,27,0,0,0,0,0,0,0
4.75,Largo,M,Si,53,0,1,0,0,0,0,0
7.05,Medio,F,Si,27,0,0,0,0,1,0,0
7.56,Medio,M,No,31,0,0,0,0,0,0,0
4.44,Corto,M,No,51,1,0,0,0,0,1,0
7.19,Largo,F,No,47,1,1,0,0,1,0,0
6.23,Medio,F,No,54,0,0,0,0,0,0,0
2.89,Largo,M,Si,36,0,0,0,0,0,1,0
7.56,Largo,M,No,22,1,0,0,0,0,0,0
5.33,Corto,M,Si,45,0,1,1,0,1,1,1
2.82,Largo,M,Si,52,0,0,0,0,0,0,0
8.12,Medio,M,Si,40,1,0,0,0,1,0,0
3,Medio,M,No,43,1,1,1,0,0,1,0
8.47,Medio,F,Si,46,0,1,0,0,0,0,0
9.66,Corto,M,Si,23,1,1,0,0,0,1,0
6.69,Medio,F,No,26,1,0,0,0,0,0,0
9.11,Largo,F,No,40,1,0,0,0,0,1,0
3.95,Medio,M,No,34,0,0,0,0,0,0,0
9.46,Corto,F,Si,34,0,1,0,1,0,1,1
5.36,Corto,F,No,19,0,1,0,0,0,1,0
3.06,Largo,F,Si,52,0,0,0,1,0,0,0
7.05,Corto,F,No,37,0,0,0,0,1,0,0
6.98,Corto,M,Si,37,1,1,1,0,1,1,0
8.34,Largo,F,No,40,0,0,0,0,1,0,0
9.9,Medio,F,Si,26,0,1,0,1,1,1,1
3.87,Medio,M,No,31,0,0,0,0,0,0,0
7.61,Medio,M,No,50,0,0,0,0,0,1,0
5.13,Medio,F,No,48,0,1,1,0,0,0,0
3.1,Corto,M,No,25,0,0,0,0,0,0,0
3.92,Largo,M,Si,23,0,1,0,0,0,0,1
8.66,Corto,M,No,48,0,1,0,0,0,1,0
5.09,Medio,F,No,31,0,0,0,0,1,0,0
4.21,Medio,M,No,38,0,0,0,0,0,0,0
4.88,Largo,F,No,29,0,1,1,0,0,1,0
3.81,Largo,M,Si,27,1,0,0,0,0,0,0
9.39,Largo,F,No,41,0,0,0,0,1,0,0
3,Medio,F,Si,35,0,0,0,0,0,0,0
4.57,Medio,M,Si,26,1,1,1,0,0,1,0
4.74,Corto,F,No,48,0,0,0,0,0,0,0
3.03,Medio,M,No,27,1,0,0,0,1,0,0
2.14,Medio,F,No,21,0,0,0,0,0,0,0
2.9,Medio,F,Si,53,1,0,1,0,0,1,0
7.47,Largo,M,Si,46,0,0,1,1,0,0,0
2.08,Corto,F,Si,49,1,1,0,0,1,0,0
2.2,Medio,F,No,28,0,1,1,0,0,1,0
7.05,Corto,F,Si,20,0,0,0,0,0,0,0
8.58,Largo,M,Si,34,1,0,0,0,1,0,0
3.76,Medio,F,Si,35,1,0,0,0,0,0,0
2.33,Medio,F,Si,28,0,1,0,0,0,1,1
6.51,Largo,F,Si,41,0,0,0,0,0,0,1
6.49,Medio,M,Si,39,0,0,0,1,0,1,0
7.41,Medio,F,Si,48,0,0,0,0,1,0,0
6.4,Corto,F,Si,44,0,0,0,0,0,0,1
4.52,Medio,M,Si,53,1,1,1,1,0,1,0
6.14,Medio,M,Si,35,0,0,0,0,0,0,0
3.07,Largo,F,Si,28,0,0,0,0,0,0,0
6.63,Corto,F,No,39,1,0,1,0,0,0,0
8.58,Largo,M,Si,40,1,0,0,0,0,0,0
9.08,Medio,F,Si,36,1,1,0,0,1,1,1
9.95,Corto,M,No,55,0,1,0,0,1,1,0
8.19,Medio,M,No,45,0,0,0,0,1,1,0
7.88,Medio,F,Si,52,0,0,0,0,1,0,0
2.81,Largo,F,Si,50,0,0,0,0,0,1,0
6.15,Medio,F,No,49,0,1,1,0,0,1,0
2.09,Largo,M,Si,49,0,0,0,0,0,0,0
6,Corto,M,Si,34,0,0,0,0,0,0,0
9.51,Largo,M,Si,46,0,1,0,0,1,0,0
2.86,Largo,F,No,44,0,0,0,0,0,0,0
6.69,Corto,F,Si,21,0,0,0,0,0,0,0
7.85,Corto,F,Si,29,1,0,0,0,1,0,0
7.65,Largo,M,No,37,0,1,1,0,0,1,0
5.38,Medio,M,Si,45,1,1,1,0,1,1,0
5.78,Largo,M,No,30,0,0,0,0,0,0,0
8.4,Largo,F,No,37,0,0,0,0,0,0,0
2.56,Medio,M,Si,34,1,1,0,0,1,1,0
2.73,Corto,M,Si,23,1,0,0,0,0,0,0
4.04,Medio,M,No,52,0,0,0,0,0,0,0
7.87,Largo,F,Si,39,0,0,0,0,0,0,1
6.58,Medio,F,No,39,1,0,0,0,0,0,0
8.67,Corto,M,Si,38,1,1,0,0,0,1,0
8.35,Largo,M,No,39,1,1,0,0,0,0,0
7.92,Medio,M,No,30,0,0,0,0,0,0,0
2.3,Largo,F,No,38,0,0,0,0,1,1,1
2.28,Medio,M,No,50,0,0,0,1,1,0,0
9.84,Medio,F,No,21,0,1,0,0,0,0,1
9.86,Largo,M,Si,35,1,0,0,1,0,0,0
3.33,Largo,F,Si,29,1,1,1,0,1,1,0
5.32,Corto,M,Si,28,0,0,0,0,1,0,1
9.17,Largo,F,Si,30,0,0,0,1,1,0,0
5.01,Largo,F,No,49,1,1,0,0,0,1,0
5.31,Largo,F,No,33,1,0,0,0,0,0,0
7.3,Medio,M,Si,49,0,0,0,0,0,0,0
6.1,Largo,M,No,20,0,0,0,0,0,1,0
8.58,Medio,F,No,45,1,0,0,0,0,0,0
5.83,Medio,M,No,40,0,0,0,0,0,0,0
6.34,Medio,M,No,56,0,0,0,0,0,1,0
9.43,Largo,M,Si,43,0,0,0,0,0,0,0
3.77,Corto,M,Si,56,1,1,0,0,0,1,1
7.57,Medio,F,Si,20,0,0,0,0,0,0,0
4.53,Largo,F,Si,32,1,1,0,0,0,0,0
7.28,Medio,F,Si,50,0,1,0,0,0,0,0
4.97,Medio,M,No,45,0,0,0,0,1,0,0
9,Largo,M,Si,54,0,0,1,0,0,1,0
7.76,Largo,F,No,48,1,0,0,0,1,0,1
3.89,Largo,M,Si,43,0,0,0,0,0,0,1
7.64,Medio,F,No,45,0,0,0,0,0,0,0
9.64,Corto,M,No,32,1,0,0,0,0,1,0
5.84,Corto,M,No,22,0,0,0,0,0,1,0
5.03,Medio,F,No,31,1,0,0,0,0,1,0
5.71,Corto,M,Si,50,0,0,0,0,0,0,0
9.9,Corto,F,No,53,1,1,1,0,0,1,0
9.55,Corto,M,Si,45,0,0,0,0,1,0,1
3.54,Medio,F,No,40,0,0,0,0,0,1,0
5.2,Corto,F,No,31,1,1,0,0,1,1,0
5.74,Largo,F,No,26,0,0,0,0,1,0,0
3.28,Corto,M,No,33,0,0,0,0,1,0,0
6.83,Corto,F,Si,47,0,0,0,0,0,0,0
2.9,Corto,F,Si,54,0,0,0,0,0,0,1
3.3,Largo,F,Si,34,1,1,0,0,0,1,0
7.4,Largo,F,Si,51,1,0,0,0,1,0,0
7.17,Corto,M,No,55,0,0,0,0,1,0,0
5.21,Medio,F,Si,31,0,0,0,0,1,1,0
7.92,Medio,F,No,32,1,0,0,0,0,0,0
3.75,Largo,F,Si,44,0,0,0,0,0,0,0
6.38,Largo,F,Si,21,0,1,0,0,0,0,0
7.26,Medio,M,Si,21,0,0,0,0,0,0,0
3.31,Medio,F,Si,26,1,0,0,0,0,1,0
2.2,Corto,M,Si,25,1,1,0,0,0,1,0
8.69,Medio,M,No,42,1,0,1,0,0,0,0
2.61,Corto,F,No,49,0,0,0,0,0,0,0
6.04,Medio,F,Si,49,0,0,0,0,1,0,0
3.93,Medio,M,No,22,1,1,0,0,0,1,0
4.58,Corto,M,No,44,1,1,1,0,0,0,0
6.41,Largo,M,Si,38,0,0,0,0,0,1,0
4.63,Corto,F,Si,22,0,0,0,0,0,1,0
5.19,Corto,M,Si,27,1,0,1,0,0,0,0
4.76,Largo,F,Si,23,0,0,0,0,0,0,1
7.89,Medio,M,No,19,1,0,1,0,1,1,0
4.75,Corto,M,No,51,0,0,0,0,0,0,0
5.52,Largo,F,No,32,0,1,0,0,1,1,1
5.13,Corto,F,Si,28,1,1,0,0,0,1,0
3.82,Medio,M,Si,52,0,0,0,0,1,0,0
7.57,Medio,M,No,26,1,0,0,0,1,1,0
2.19,Largo,M,No,23,1,1,1,0,0,1,0
2.07,Largo,F,Si,27,0,0,0,0,0,0,0
4.17,Medio,M,Si,20,0,0,0,0,1,1,0
8.67,Largo,F,Si,24,1,0,0,1,1,0,1
2.97,Largo,F,Si,28,0,1,0,0,0,1,0
3.78,Medio,M,Si,48,1,0,0,0,0,0,0
5.07,Largo,M,Si,37,1,1,1,0,1,1,0
7.92,Corto,M,No,25,1,0,0,0,0,0,0
3.36,Largo,F,No,27,0,0,0,0,0,0,0
8.63,Medio,F,No,44,0,1,1,0,1,1,0
2.69,Largo,F,Si,27,0,0,0,0,0,0,1
3.92,Largo,M,Si,49,1,0,0,0,0,0,0
3.78,Medio,M,Si,52,0,0,0,0,0,1,0
2.94,Largo,F,No,25,1,0,0,0,0,0,0
2.18,Largo,F,No,41,0,0,0,1,0,0,1
8.12,Medio,M,No,24,0,0,0,0,0,0,0
9.09,Corto,F,No,50,0,0,0,0,0,1,0
2.89,Medio,F,No,24,0,0,0,0,0,0,0
2.56,Largo,F,No,53,1,1,1,0,0,1,0
6.05,Largo,F,No,38,0,1,1,0,1,1,0
9.71,Largo,F,No,38,0,0,0,0,0,0,0
7.92,Medio,M,Si,38,0,0,1,0,1,0,1
2.81,Corto,F,No,31,0,0,1,0,1,1,1
6.53,Corto,M,Si,35,1,0,0,0,0,0,0
8.63,Medio,M,No,22,0,1,1,0,0,1,1
2.98,Largo,M,No,49,0,0,0,0,0,1,0
5.58,Largo,F,Si,55,0,0,0,0,0,0,0
8.09,Largo,F,Si,37,0,0,0,0,0,0,0
3.69,Corto,F,Si,23,0,0,0,0,0,1,0
9.69,Medio,M,Si,44,0,0,0,0,1,0,0
4.31,Largo,F,Si,26,1,1,0,0,0,1,0
6.47,Medio,M,No,42,0,0,0,0,0,0,0
6.8,Largo,M,No,55,1,0,1,0,1,1,0
6.16,Medio,M,Si,40,0,1,0,1,1,0,1
5.53,Medio,F,Si,32,1,1,0,0,0,1,0
6.39,Medio,M,No,49,0,0,0,0,0,1,0
5.57,Corto,M,No,27,1,0,0,0,1,0,0
5.33,Medio,M,No,44,0,0,0,0,0,0,0
3.78,Largo,F,Si,42,1,0,1,0,0,0,0
6.33,Largo,M,Si,28,0,0,0,0,0,1,0
4.12,Largo,M,Si,21,0,0,0,0,0,0,0
8.63,Largo,F,No,53,0,0,1,1,1,1,0
5.49,Largo,F,Si,38,0,0,0,0,0,0,0
2.32,Medio,F,Si,44,0,0,0,0,0,0,0
3.74,Medio,M,No,52,0,0,0,0,0,1,1
4.89,Corto,M,Si,48,1,0,0,0,1,0,1
2.34,Largo,F,Si,24,0,0,0,0,0,0,0
8.45,Medio,M,No,21,1,1,1,1,0,1,0
5.6,Medio,F,Si,45,1,0,0,1,0,0,1
3.03,Largo,M,Si,40,0,0,0,0,1,0,0
2.78,Medio,F,Si,47,0,0,0,0,1,0,0
6.4,Medio,M,No,23,0,0,0,0,0,0,0
9.16,Largo,F,Si,41,0,0,1,1,1,0,0
5.7,Largo,M,Si,25,0,0,0,0,1,0,0
8.32,Largo,F,Si,24,0,0,0,0,0,0,0
4.58,Medio,M,Si,20,0,0,1,0,0,1,0
8.5,Largo,M,No,25,1,0,0,0,1,0,1
5.94,Medio,F,No,30,1,0,0,0,0,0,0
4.62,Medio,F,No,26,1,1,0,0,1,1,0
10.15,Medio,M,Si,23,0,0,0,0,0,0,0
4.2,Corto,F,Si,38,1,0,0,1,1,0,0
6.53,Medio,F,No,26,0,1,1,0,0,0,0
8.66,Medio,M,No,31,1,0,0,0,1,1,0
7.08,Largo,F,Si,36,1,1,0,0,0,1,0
7.88,Medio,F,Si,53,0,1,1,0,1,0,1
8.03,Largo,F,No,39,1,1,1,0,0,1,0
7.59,Medio,F,No,38,1,0,1,1,1,0,0
8.99,Medio,M,Si,28,0,0,0,0,0,0,0
6.32,Corto,F,No,33,0,0,0,0,0,0,0
6.43,Corto,F,Si,52,0,0,0,0,0,0,0
7.32,Largo,M,No,21,0,0,0,0,1,0,0
9.31,Corto,M,No,39,0,1,1,1,0,1,0
4.35,Medio,M,Si,29,0,1,0,0,0,1,0
6.89,Medio,F,No,31,0,0,0,0,0,0,0
7.52,Largo,F,No,53,0,1,0,1,1,1,1
6.09,Medio,M,No,52,0,0,0,0,0,0,0
6.3,Medio,F,Si,41,0,0,0,0,0,0,0
4.64,Medio,F,Si,21,0,0,0,0,0,1,0
2.4,Medio,F,No,53,0,0,1,0,0,1,0
8.06,Corto,F,Si,39,1,1,0,0,0,1,0
7.7,Largo,M,No,36,0,0,0,1,0,0,1
2.6,Medio,F,No,38,0,1,1,0,0,1,0
7,Largo,F,No,50,1,1,0,0,0,1,0
5.85,Largo,F,Si,55,0,1,1,1,1,1,1
8.52,Medio,F,No,20,1,0,1,1,0,1,0
6.13,Largo,M,No,34,1,1,0,0,0,1,0
4.05,Corto,M,No,40,0,1,1,0,0,1,0
8.63,Largo,M,No,36,1,0,1,0,1,1,1
3.64,Largo,M,Si,47,0,0,0,0,0,0,0
8.1,Medio,M,No,24,1,1,1,0,0,1,1
3.61,Medio,M,No,46,0,0,0,1,0,0,0
8.98,Medio,M,No,35,0,1,0,0,0,1,0
6.89,Medio,M,No,35,0,0,0,0,0,0,0
4.46,Medio,F,Si,36,0,0,0,0,0,1,0
3.26,Largo,M,No,28,1,0,0,0,1,1,0
7.23,Corto,F,Si,25,0,0,0,0,0,0,0
5.8,Medio,F,No,25,0,0,0,0,0,1,0
7.49,Largo,F,No,42,0,0,0,0,1,1,0
7.39,Largo,M,No,39,1,1,0,0,0,1,0
8.19,Corto,F,Si,28,0,0,0,0,0,0,1
8.2,Medio,F,No,23,1,0,0,1,1,0,1
2.13,Medio,F,No,55,1,0,0,0,1,0,0
2.34,Largo,F,Si,27,0,0,0,0,0,0,0
7.48,Largo,F,Si,29,0,0,0,0,0,1,0
7.08,Corto,F,No,54,1,1,1,0,1,1,0
5.63,Largo,M,Si,24,0,1,0,0,0,0,0
4.8,Corto,F,No,43,0,0,0,0,1,0,0
2.32,Medio,F,No,18,0,0,0,0,1,0,0
10.05,Largo,M,Si,19,0,0,0,0,0,0,0
7.62,Medio,F,No,52,0,0,0,1,1,1,0
2.31,Corto,F,No,22,1,1,1,0,0,1,0
6.98,Medio,F,No,52,0,0,0,0,0,0,0
7.57,Corto,F,Si,44,1,1,1,0,0,1,1
3.77,Medio,M,No,30,0,0,0,0,0,0,0
7.21,Medio,F,Si,30,0,0,0,0,1,0,0
7.54,Largo,F,Si,19,0,0,0,0,1,0,0
8.87,Largo,F,No,34,1,0,1,0,0,1,0
7.06,Corto,M,No,38,0,0,0,0,0,0,0
7.23,Corto,F,No,20,1,0,0,0,0,0,0
6.44,Corto,M,No,36,1,0,0,0,1,0,0
7.3,Largo,M,Si,52,0,0,0,0,0,0,1
2.75,Largo,M,No,48,1,1,1,0,0,1,0
6.82,Largo,F,Si,42,1,0,1,0,1,0,0
9.18,Largo,F,Si,47,0,0,0,0,0,1,0
2.92,Medio,M,No,50,1,0,0,0,0,1,0
3.19,Largo,M,No,45,1,1,0,0,1,1,1
2.67,Medio,F,Si,56,1,0,0,0,0,1,0
9.36,Largo,F,Si,50,0,0,0,0,0,0,0
9.48,Corto,M,No,36,1,0,0,1,1,1,0
6.14,Largo,M,No,32,0,0,0,0,1,0,0
7.85,Medio,F,Si,32,0,0,0,0,0,0,1
3.08,Corto,F,No,37,1,0,0,0,1,0,0
4.83,Medio,M,No,25,0,0,0,0,0,0,0
6.58,Medio,M,No,52,0,0,0,0,0,1,0
9.23,Largo,F,No,30,1,0,1,1,1,1,0
4.74,Corto,M,Si,52,1,1,0,1,1,1,0
3.19,Medio,M,No,33,0,0,0,0,1,0,0
4.33,Medio,M,Si,39,1,1,1,0,0,1,1
8.64,Medio,F,Si,51,1,0,0,0,1,0,0
7.11,Medio,F,Si,29,0,0,0,1,0,0,1
3.45,Corto,F,No,54,0,0,0,0,1,0,0
5.46,Medio,M,Si,29,1,1,0,0,0,1,1
4.01,Largo,F,Si,44,0,0,0,0,0,1,0
2.03,Corto,F,Si,29,1,0,0,0,0,0,1
6.97,Medio,F,No,39,0,0,0,0,0,0,1
6.7,Corto,M,No,19,1,0,0,0,1,0,1
3.16,Largo,F,Si,21,1,0,1,0,0,1,0
9.42,Largo,F,Si,34,0,0,0,0,0,0,0
6.06,Largo,F,No,47,0,0,0,0,1,0,0
2.89,Medio,M,Si,28,0,0,0,0,0,1,0
8.62,Medio,M,No,34,0,0,0,0,0,1,0
6.59,Medio,M,No,23,0,1,0,0,0,1,0
7.41,Largo,M,Si,50,0,0,0,0,1,0,0
9.93,Largo,M,Si,25,0,0,1,0,1,0,1
7.61,Corto,M,Si,43,0,0,0,0,0,0,1
4.2,Largo,M,Si,44,0,1,0,1,1,1,1
10.04,Largo,M,Si,26,1,1,1,0,0,1,1
7.05,Medio,M,Si,30,0,0,0,1,1,0,1
6.24,Largo,F,Si,29,1,1,1,0,0,1,0
5.6,Corto,F,No,42,0,0,0,1,1,0,1
4.28,Medio,M,Si,52,0,0,0,0,0,0,0
8.85,Largo,M,Si,30,1,0,1,0,0,0,0
7.05,Largo,F,No,53,1,1,0,0,0,0,0
6.66,Largo,F,Si,50,0,1,0,0,0,1,0
5.49,Medio,M,Si,20,1,0,0,0,0,0,0
8.93,Largo,F,Si,42,1,1,1,0,0,1,0
4.41,Medio,M,Si,50,0,1,0,0,1,0,0
5.79,Medio,F,No,29,0,1,0,0,0,1,1
3.03,Medio,F,Si,26,1,1,1,0,1,0,1
2.28,Medio,M,No,31,0,0,0,0,0,0,0
6.53,Largo,M,No,45,0,1,0,0,0,1,0
2.11,Largo,F,No,31,0,0,1,0,1,0,0
7.32,Corto,F,Si,28,0,1,0,0,0,1,0
6.59,Largo,F,No,24,0,0,0,0,0,1,0
6.94,Largo,F,Si,47,1,0,0,0,1,0,0
4.16,Medio,F,No,43,0,0,0,0,0,0,0
3.27,Largo,M,Si,26,0,0,0,0,1,0,0
8.28,Largo,F,Si,45,0,0,0,0,0,0,0
2.52,Largo,F,No,21,1,0,1,0,0,1,0
6.41,Medio,F,No,30,0,0,0,1,0,0,0
2.99,Medio,F,Si,26,1,1,1,0,0,1,0
2.54,Largo,F,No,32,1,0,0,0,0,1,0
7.51,Largo,F,No,22,0,0,0,0,0,0,1
3.34,Corto,M,No,17,0,0,0,0,0,0,0
2.82,Medio,M,Si,42,1,0,0,0,1,0,0
4.92,Medio,F,Si,30,0,0,0,0,0,0,0
2.86,Corto,F,No,47,1,1,1,0,0,1,0
3.5,Largo,F,No,43,0,0,0,0,0,0,1
9.18,Medio,M,No,56,0,0,0,0,0,1,0
5.89,Medio,F,Si,54,0,0,0,0,0,0,1
7.85,Corto,M,Si,34,0,0,0,0,0,0,0
3.31,Largo,M,No,40,1,0,0,0,0,1,1
4.3,Corto,M,Si,34,0,0,0,0,1,0,1
8.84,Medio,F,No,33,0,0,0,0,0,0,0
3.24,Largo,M,Si,56,0,1,0,0,0,1,1
3.25,Largo,F,Si,43,1,0,0,0,1,0,0
4.56,Largo,M,Si,46,1,1,0,0,1,1,0
6.86,Medio,F,Si,25,0,1,0,0,0,0,0
3.68,Medio,F,No,32,0,0,0,0,0,0,0
9.29,Medio,M,No,43,0,0,0,0,1,0,0
6.18,Medio,F,Si,25,1,0,0,1,1,0,0
4.76,Medio,F,Si,52,1,0,1,0,1,0,0
3.07,Corto,F,No,57,1,0,0,0,0,0,0
3.14,Medio,F,No,25,1,1,0,0,1,0,0
5.7,Largo,F,No,31,0,0,0,0,0,1,0
9.37,Corto,M,Si,26,1,0,0,0,1,0,0
5.49,Largo,F,Si,22,0,0,0,0,0,0,0
6.26,Corto,F,Si,21,0,1,0,0,1,1,0
8.44,Medio,F,No,53,0,0,0,0,1,0,1
2.77,Medio,M,Si,49,1,0,1,1,1,1,0
4.42,Largo,F,No,50,1,0,0,0,1,1,1
8.22,Largo,M,Si,43,1,0,0,0,0,0,0
9.19,Largo,M,No,40,1,1,1,0,0,1,0
2.8,Medio,F,Si,52,0,0,0,0,0,1,0
6.45,Largo,M,No,20,0,0,0,0,0,0,1
3.43,Largo,F,No,19,0,0,0,0,0,1,0
4.53,Medio,F,No,48,0,1,1,0,0,1,0
2.68,Corto,M,Si,24,1,0,1,0,1,0,0
2.37,Medio,F,No,22,0,0,0,0,0,0,0
7.6,Medio,F,Si,37,0,0,0,0,1,0,0
7.99,Largo,M,No,52,0,0,0,0,0,0,0
6.65,Medio,F,Si,45,1,1,0,0,0,1,0
5.62,Largo,F,No,22,0,1,1,0,0,1,0
3.72,Medio,M,No,29,0,0,0,0,0,0,0
4.83,Medio,F,Si,38,1,0,0,0,0,0,0
2.19,Largo,M,Si,36,0,0,0,0,0,0,0
6.01,Medio,M,Si,36,1,1,1,0,1,1,0
4.49,Corto,M,Si,24,0,0,0,0,0,0,0
7.26,Largo,M,Si,20,0,1,0,0,0,0,0
9.8,Medio,M,No,29,0,1,0,0,0,1,1
6.11,Corto,F,No,38,0,0,0,1,0,0,1
7.51,Largo,M,Si,25,0,0,0,0,0,0,1
6.05,Largo,F,No,50,0,1,0,0,1,1,0
2.2,Corto,M,Si,53,1,0,0,0,0,0,0
9.94,Largo,F,No,21,0,1,0,0,0,1,0
8.86,Largo,F,No,45,1,1,0,0,0,0,0
2.65,Largo,F,No,32,0,0,0,0,0,0,0
8.95,Corto,F,No,33,1,0,0,0,0,0,0
2.12,Medio,M,Si,51,0,1,1,0,0,1,0
